feature_id,explanation
88,"Tokens representing specific objects or concepts often related to equipment, systems, or competitions."
235,"Words related to textiles, cleaning, or eligibility/ineligibility contexts."
526,"Tokens indicating relational or contextual connections like ""and,"" ""of,"" ""purpose,"" ""body,"" often linking concepts."
645,"Tokens indicating obstacles, risks, or disruptions in a negative context."
663,"Words describing duration or outdoor activities, especially ""hours"" and ""country"" in specific contexts."
789,"Verbs or directions implying motion, change, or progression."
854,"Words related to persistence, intent, lament, or prominence in abstract or metaphorical contexts."
889,"Scientific or technical terms, often related to biology, chemistry, or structural design."
918,"Tokens related to soft or gentle actions, textures, or materials."
943,"Verbs indicating motion, payment, or finality."
986,"The token ""headaches"" in the context of cluster headaches."
998,Words related to stability or occupying physical or metaphorical space.
1072,Substrings within words or rare infixes in specialized or unusual terms.
1089,"Tokens in rare or technical vocabulary, often within scientific or descriptive contexts."
1090,"Words related to medical conditions, treatments, or processes often involving parathyroid hormone or similar contexts."
1294,"Scientific prefixes or symbols such as anti, Î±, Î², and apo in technical or biochemical contexts."
1333,"Tokens related to ""instructors"" or teaching contexts, often in safe or professional settings."
1337,"Words describing physical or metaphorical movement beyond boundaries, often involving ""outside""."
1347,"Functional words indicating causality, transition, or observation in context."
1353,"Words tied to physical objects or phenomena related to light, shade, places, or fleeting phases."
1460,Temporal or situational markers indicating specific timing or conditions.
1607,"Words expressing intensity or strong emotions, often in a descriptive or experiential context."
1640,Tokens related to physical spaces or abstract possibilities conveying distinct qualities or functions.
1651,Words related to comparison or evaluation processes.
1699,Words implying emotional or figurative significance within casual or descriptive language contexts.
1724,"Tokens related to resolving or improving conditions, especially in health, beauty, or conflict contexts."
1737,"Contextual nouns related to events, activities, or conditions requiring attention or management."
1861,"Comparative words like ""compared"", ""to"", and ""than"" in contexts of evaluation or alternatives."
1947,"Adjectives ending in ""-ive,"" ""-ful,"" or ""-ed"" describing traits, strategies, or physical characteristics."
2116,Words related to mobility aids or vessels as containers.
2202,"Connecting words indicating relationships or transitions, such as ""of,"" ""sure,"" ""fair,"" and ""and."""
2208,Tokens indicating spatial or temporal positions or objects associated with governance or structured activities.
2211,"Words describing sudden occurrences or actions, often involving ""out"" as a suffix or prefix."
2245,Functional auxiliary verbs and prepositions in formal or structured contexts.
2403,"Verbs describing actions or states of display, occurrence, or exhibition."
2435,"Specific technical or abstract terms like ""cinnamon,"" ""consolidate,"" or ""alignment."""
2474,"Tokens emphasizing distinctiveness, surprise, or validation in descriptive or narrative contexts."
2506,"Rarely used or descriptive nouns and adjectives denoting distinct qualities, attributes, or specialized functions."
2555,"Abstract or technical terms related to science, strategy, or dynamics."
2587,"Specific action-related nouns or prepositions indicating conditions, causality, or roles in structured contexts."
2612,Words related to elevated positions or heights and sensory stimulation.
2624,"Verbs or nouns with a prefix-like structure suggesting comparison, association, or abstract action."
2645,"Tokens related to personal improvement, career growth, or specialized skills and treatments."
2686,"Words related to ""occupational therapy"" or ""low-impact"" activities emphasizing care, recovery, or minimal strain."
2794,"Prepositions indicating time or location, especially ""after,"" ""on,"" and ""to."""
2818,"Words denoting paths, trails, or figurative journeys, often in outdoor or metaphorical contexts."
2857,Tokens associated with possessive forms or rare entity names/prefixes.
2874,"Verbs indicating action or change, often involving personal interest or decision-making."
2895,"Tokens representing specific terms or objects like ""remedy,"" ""ATM,"" or structured steps in a process."
2993,"Specific technical or descriptive terms often used in academic, scientific, or instructional contexts."
3052,"Verbs related to emotion or action in contexts implying impact, change, or protection."
3224,"Kinship terms involving ""in-law"" or familial relationships."
3244,"The token ""avoid"" in contexts related to preventing risks, complications, or negative outcomes."
3413,"Rare or specific technical terms, units, or proper nouns in precise or specialized contexts."
3447,"Specific nouns or adjectives denoting partiality, measurement, or edges in spatial or functional contexts."
3615,"Tokens conveying abstract or aspirational qualities, often tied to permanence, enhancement, or ideals."
3705,"The token ""and"" connecting two comparable or related entities or concepts."
3715,Words related to medical conditions indicating physical or physiological symptoms.
3896,"Tokens indicating destruction, negation, or assassination-related events."
3914,"Tokens representing dimensions or measurements, often involving ""x"" or paired units like inches or centimeters."
3949,"The superlative adjective ""most"" used to emphasize degree or extent in a positive context."
4019,"The token ""constant"" describing ongoing or persistent effort or demands."
4127,"Words describing specific objects, actions, or states with notable impact or importance in context."
4242,Verbs indicating events or actions occurring in the past or conditional contexts.
4259,Singular possessive or emotional pronouns and professional roles or titles in context.
4268,"Words related to causative elements or influences like ""factor,"" ""hint,"" and ""tendency."""
4298,"The token ""Prior"" when part of the verb ""Prioritize"" in financial or investment contexts."
4362,Tokens conveying distinct concepts or expressions in informal or specialized contexts.
4379,"The token ""spot"" when referring to a chosen or specific location, often in recreational or scenic contexts."
4402,"Tokens involving conjunctions, prepositions, or affixes modifying or connecting ideas/words in specialized contexts."
4435,"Tokens related to specific authors or their works, often in a descriptive or attributive context."
4537,"The phrase ""a bit"" in contexts expressing mild degrees of feelings or states."
4538,Specific verbs or adjectives denoting action or distinct states in descriptive or narrative contexts.
4638,Words suggesting adequacy or sufficiency in specific contexts.
4775,"Tokens representing taboo or controversial topics, particularly in informal or sensational contexts."
4782,Verbs or gerunds related to physical or habitual actions.
4818,Tokens often marking the object or focus in a relational or causal context.
4883,"Tokens conveying entitlement, allocation, or attribution of value, time, or credit."
4898,"Tokens indicating magnitude, growth, or intensity, especially in mathematical or abstract contexts like ""exponentially""."
4919,"Words denoting social ideals, home, or collective good in philosophical or societal contexts."
4956,"Tokens related to monitoring, tagging, or referencing specific items or data in specialized contexts."
5086,"Tokens associated with verbs or adjectives describing transformation, activation, or change in mental or physical states."
5136,"Numeric strings or identifiers, often in contact details or technical contexts."
5140,"Anatomical or optical terms like ""lens"" and ""lungs"" in medical or technical contexts."
5264,"The token ""suggested"" when offering advice or solutions in a context of personal or health-related situations."
5552,Verbs indicating care or responsibility in informal contexts.
5600,"Words related to physical forms or tangible items, often in medical or practical contexts."
5605,"Tokens related to naming, subjects, or categorization in specific or technical contexts."
5625,"Tokens indicating an exception, exclusion, or deviation in reasoning or action."
5675,"Tokens referencing specific roles, names, or actions in a formal or narrative context."
5678,"Tokens within or adjacent to proper nouns, often related to specific locations or names."
5688,"Tokens involving unique or uncommon proper nouns, technical terms, or specific geographical references."
5869,"The token ""in"" used to specify a location or context."
6087,"Tokens related to halting or slowing actions, often involving physical or habitual processes."
6155,Verbs or phrases indicating sudden or specific actions or transitions.
6211,"Tokens related to ""laser"" often in contexts of eye surgery or medical treatment."
6247,"Tokens describing specific attributes or qualities, often emotional or physical."
6271,"Words related to personal experiences or traits like identity, appetite, or adventurous activities."
6291,"The tokens ""to"", ""rah"", ""elp"", or ""ERT"" in contexts emphasizing continuation, ingredients, or technical terms."
6451,"Units of area measurement, specifically ""square metres,"" ""square feet,"" or ""sq ft."""
6460,"Words related to ""objectivity"" or actions like ""bent"" and prepositions ""of"" and ""to"" in specific contexts."
6474,"Tokens conveying personal beliefs or desires, often explaining motivations or reasons behind actions."
6538,"Technical or specialized terms often related to patents, diving equipment, and financial terminology."
6578,"Abstract or introspective verbs and nouns signaling reflection, transition, or change."
6615,"Tokens within proper nouns or unique names, often locations or food-related terms."
6701,"Words describing distinctive qualities or traits, often with a notable or striking connotation."
6925,Proper nouns or abbreviations related to global organizations or prominent individuals.
6944,"Tokens in technical, financial, or biological contexts often involving specialized or compound words."
6958,"Tokens related to physical states, actions, or objects involving movement, stability, or falling."
7056,"Common function words like ""a,"" ""you,"" and ""of"" in contexts emphasizing relationships or creative works."
7077,"Specific nouns or suffixes linked to objects, times, or technical terms."
7276,"Words related to injuries, deficiencies, or insufficiencies often in medical or problem-solving contexts."
7385,"Verbs or nouns conveying impactful or decisive actions, often linked to success or strong emotional engagement."
7483,"Tokens ""one"", ""bas"", ""pastoral"", or ""aver"" in specific brand, role, or software-related contexts."
7493,Common pronouns or spatial references indicating presence or possession.
7554,"Tokens related to organized processes or structured systems often involving transportation, events, or transactions."
7559,"Tokens related to formal or technical terms, often with suffixes like ""ized,"" ""bound,"" or ""cession."""
7571,"Rare or formal participles, prepositions, or nouns in specific descriptive or technical contexts."
7601,"Tokens related to pages, layouts, and arriving or arrival contexts."
7609,"The token ""man"" following ""Post"" in contexts suggesting roles or titles."
7634,"Modal verbs ""need"" or ""want"" expressing necessity or desire in personal or practical contexts."
7720,"The token ""sentence"" when discussing structural or memorable aspects of sentences."
7773,"Prepositions introducing phrases describing purpose, manner, or state."
7876,Tokens representing informal or colloquial speech patterns in conversational contexts.
7917,"Numbers or measurements, often in historical, technical, or physical contexts."
7959,"Tokens tied to specialized or crafted objects or phenomena, often technical or artisan-related contexts."
7980,"The token ""determination"" in contexts emphasizing mental strength or resolve."
7987,"Tokens signaling signs or conditions, often in the context of monitoring or observing something."
8074,"Tokens ending in ""ers,"" ""tion,"" or ""ly"" often forming plural nouns or adverbs."
8087,"Verbs like ""told"" and ""allowed"" in contexts of communication or permissions."
8179,"Words denoting errors, flaws, or targets often in contexts of precision or intentional focus."
8224,"Proper nouns referencing specific brands, titles, or entities, often related to entertainment or pharmaceuticals."
8256,"Verbs expressing adherence, alignment, or compatibility with norms, standards, or specific conditions."
8277,"Tokens implying personal action, decision-making, or emotional contexts."
8467,"Words reflecting abstract concepts or qualities tied to personal choice, rhythm, growth, or scientific principles."
8763,"Tokens related to spatial exploration, depth, or expanding boundaries in a literal or metaphorical sense."
8797,"Positive and warm descriptors, especially ""kind,"" often in contexts emphasizing compassion, decency, or cultural meaning."
8831,"Specific body parts or physical sensations, often related to discomfort or pain."
9149,"Tokens representing specific actions, objects, or qualities in a descriptive or narrative context."
9155,"Words describing physical stiffness, rigid objects, or actions involving manipulation or preparation."
9313,"Punctuation marks like commas and periods, often in lists or contrasts within structured or formal text."
9354,"Verbs or phrases describing challenges, conflicts, or obstacles to overcome."
9481,"Numerical ranges or comparisons involving percentages, quantities, or durations."
9545,"Verbs describing actions or processes, often involving addition or consideration."
9551,Verbs or adjectives conveying a specific impactful action or state often with a dynamic or vivid context.
9649,"Tokens indicating measurement, action, or ownership often in formal or professional contexts."
9699,Words indicating a specific or actionable concept related to completion or resolution.
9703,Tokens describing specific items or states often in plural or adjectival forms.
9707,"Terms related to airflow, ventilation, or acoustic properties."
9781,Words conveying emotional intensity or emphasis in reflective or instructional contexts.
9799,"Words related to restriction, limitation, or imposing control."
9820,"Words related to decision-making or resolution, often involving prioritization or settling down."
9825,"Proper nouns related to popular video game franchises, especially ""Halo""."
9940,"Words related to physical properties or sensory aspects like moisture, texture, buds, and effect."
10015,"Words indicating proximity or alignment, often metaphorical or literal, like ""beside"" or ""suited""."
10016,"Words referring to parts of the body, personal identity, or collectible items like ""points"" or ""mummy""."
10134,"Personal pronouns, possessive determiners, and specific proper nouns in varied contexts."
10138,Tokens representing redness or discovery in medical or narrative contexts.
10157,"Tokens related to influence, alternation, or Gemini zodiac references in specific contexts."
10184,"Abstract nouns indicating divergence, movement, invocation, or being unfounded in formal or philosophical contexts."
10241,"Tokens related to clarity, originality, or authenticity often emphasizing uniqueness or refinement."
10268,"Tokens indicating time spans or notable events, often involving years, decades, or biblical expressions like ""behold""."
10450,"Tokens following colons or related to emphasis, influence, or supportive or leadership contexts."
10517,"Adjectives or verbs describing modifications, extremes, or specific actions related to objects or conditions."
10577,"Words indicating self-containment, unity, or assembling, often tied to collaboration or independence."
10630,"Punctuation colon ':' often introducing lists, quotes, or explanations."
10660,"Abstract nouns denoting measurable or definitive states, limits, or results."
10750,"Tokens related to precise or technical terms, often in scientific, statistical, or descriptive contexts."
10820,"Verbs and their variants relating to appearance or expression, particularly ""manifest"" and ""manifests""."
10977,"Tokens representing notable achievements, qualities, or growth often associated with aspiration or superiority."
11201,"Specific uncommon nouns or adjectives often describing unique attributes, physical properties, or specialized contexts."
11227,"The token ""kick"" when it appears in the context of skateboarding tricks like ""kickflips""."
11279,"Tokens signaling distinct categories, rankings, or characteristics, often emphasizing distinction or specificity."
11302,Specific determiners or relative pronouns introducing clauses or phrases defining or specifying something.
11336,"Tokens containing partial or fragmented words, often hyphenated or split across boundaries."
